Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0,WEC_SDGE_naturalgas_ccccsavgcf_0.0,WEC_SDGE_naturalgas_ccavgcf_0.0,WEC_SDGE_naturalgas_ctavgcf_0.0,WEC_SDGE_battery_0.0,WEC_SDGE_naturalgas_ccs100_0.0,WEC_SDGE_landbasedwind_ltrg1_1.0,WEC_SDGE_landbasedwind_ltrg1_2.0,WEC_SDGE_utilitypv_losangeles_1.0,WEC_SDGE_utilitypv_losangeles_2.0
7698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1554,0.2872,0.5137,1,1,1,1,1,0.212285474,0.125494719,0.702155948,0.704385519
7699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6057,0.2872,0.5602,1,1,1,1,1,0.463141054,0.58738941,0.778201342,0.769460082
7700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5418,0.2872,0.5767,1,1,1,1,1,0.455768049,0.533814788,0.80869031,0.781992555
7701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3679,0.2872,0.5719,1,1,1,1,1,0.373278826,0.346270263,0.770243585,0.776946783
7702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4458,0.2872,0.5423,1,1,1,1,1,0.435809731,0.47151655,0.703915,0.737428308
7703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5606,0.2872,0.4521,1,1,1,1,1,0.548450589,0.59595257,0.602174759,0.649596691
7704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4615,0.2872,0.3504,1,1,1,1,1,0.523700297,0.533778489,0.519404769,0.547013044
7705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2759,0.2872,0.1729,1,1,1,1,1,0.356931239,0.348620564,0.303649426,0.300170839
7706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1497,0.2872,0,1,1,1,1,1,0.307866782,0.172610372,0,0
7707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0668,0.2872,0,1,1,1,1,1,0.242881924,0.054981653,0,0
7708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0276,0.2872,0,1,1,1,1,1,0.122329116,0.011259219,0,0
7709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0304,0.2872,0,1,1,1,1,1,0.142874107,0.012736951,0,0
7710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0457,0.2872,0,1,1,1,1,1,0.216979727,0.017732393,0,0
7711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0381,0.2872,0,1,1,1,1,1,0.194645569,0.013814728,0,0
7712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0406,0.2872,0,1,1,1,1,1,0.203376755,0.013330299,0,0
7713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0376,0.2872,0,1,1,1,1,1,0.235216588,0.009865209,0,0
7714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0247,0.2872,0,1,1,1,1,1,0.238706619,0.009959086,0,0
7715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0379,0.2872,0,1,1,1,1,1,0.300608724,0.011881354,0,0
7716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0353,0.2872,0,1,1,1,1,1,0.300205559,0.021721564,0,0
7717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0293,0.2872,0,1,1,1,1,1,0.260883242,0.011690618,0,0
7718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021,0.2872,0,1,1,1,1,1,0.254125863,0.010857433,0,0
7719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0145,0.2872,0,1,1,1,1,1,0.177381903,0.004974713,0,0
7720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0086,0.2872,0.1996,1,1,1,1,1,0.142506748,0.0026564,0.306555569,0.310735852
7721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0231,0.2872,0.4103,1,1,1,1,1,0.139776707,0.000946645,0.575943112,0.592993498
7722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0546,0.2872,0.53,1,1,1,1,1,0.080532603,0.009963587,0.718228936,0.719051361
7723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0826,0.2872,0.5953,1,1,1,1,1,0.083051287,0.060373999,0.748685479,0.76573503
7724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1324,0.2872,0.6297,1,1,1,1,1,0.091718242,0.109334186,0.789475203,0.807548106
7725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1335,0.2872,0.6291,1,1,1,1,1,0.107137322,0.108411431,0.820465922,0.81885916
7726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2422,0.2872,0.6256,1,1,1,1,1,0.162639871,0.228221148,0.832580566,0.828903377
7727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.239,0.2872,0.546,1,1,1,1,1,0.165909007,0.213458642,0.738119423,0.745661795
7728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2316,0.2872,0.4215,1,1,1,1,1,0.180307299,0.206273943,0.58171165,0.588315725
7729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1388,0.2872,0.2129,1,1,1,1,1,0.101389371,0.102546558,0.322975397,0.327833891
7730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0696,0.2872,0,1,1,1,1,1,0.055087537,0.051869966,0,0
7731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0086,0.2872,0,1,1,1,1,1,0.013148708,0,0,0
7732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0052,0.2872,0,1,1,1,1,1,0.038976807,0.001951247,0,0
7733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029,0.2872,0,1,1,1,1,1,0.07006032,0.003641683,0,0
7734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0023,0.2872,0,1,1,1,1,1,0.130718157,0.007524857,0,0
7735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,0.2872,0,1,1,1,1,1,0.152036875,0.01272608,0,0
7736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0014,0.2872,0,1,1,1,1,1,0.217568353,0.011891013,0,0
7737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0081,0.2872,0,1,1,1,1,1,0.221383512,0.010277853,0,0
7738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0165,0.2872,0,1,1,1,1,1,0.301369429,0.016044656,0,0
7739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0149,0.2872,0,1,1,1,1,1,0.295592844,0.014247965,0,0
7740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0104,0.2872,0,1,1,1,1,1,0.268455833,0.011523947,0,0
7741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013,0.2872,0,1,1,1,1,1,0.239198908,0.021491997,0,0
7742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0138,0.2872,0,1,1,1,1,1,0.308658838,0.01303085,0,0
7743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0214,0.2872,0,1,1,1,1,1,0.306857049,0.015899763,0,0
7744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0334,0.2872,0.2186,1,1,1,1,1,0.20824863,0.030168174,0.345388114,0.346405387
7745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0033,0.2872,0.4356,1,1,1,1,1,0.072733767,0,0.622507572,0.623664081
7746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.2872,0.5599,1,1,1,1,1,0.015385577,0,0.770588756,0.770344615
7747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0281,0.2872,0.6385,1,1,1,1,1,0.007795545,0.035880819,0.850475013,0.849256635
7748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0035,0.2872,0.6705,1,1,1,1,1,0.017591299,0.003409852,0.889405966,0.885908484
7749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0059,0.2872,0.6728,1,1,1,1,1,0.025882186,0.010448192,0.885385871,0.884873331
7750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0015,0.2872,0.6644,1,1,1,1,1,0.01580897,0.000824601,0.869723082,0.871041179
7751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0081,0.2872,0.5657,1,1,1,1,1,0.005070488,0.014027751,0.760209501,0.762604713
7752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0413,0.2872,0.4298,1,1,1,1,1,0.015134942,0.061833933,0.594727874,0.598618031
7753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0045,0.2872,0.2176,1,1,1,1,1,0.01828656,0.007510165,0.324477285,0.329609752
7754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2872,0,1,1,1,1,1,0.003674836,0,0,0
7755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0089,0.2872,0,1,1,1,1,1,0.015879802,0.008104109,0,0
7756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0575,0.2872,0,1,1,1,1,1,0.033133019,0.080905363,0,0
7757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0461,0.2872,0,1,1,1,1,1,0.043881655,0.064828478,0,0
7758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0147,0.2872,0,1,1,1,1,1,0.067269281,0.022927884,0,0
7759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0067,0.2872,0,1,1,1,1,1,0.104846269,0.017578809,0,0
7760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0225,0.2872,0,1,1,1,1,1,0.108589552,0.03171381,0,0
7761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0164,0.2872,0,1,1,1,1,1,0.122061841,0.025342565,0,0
7762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0101,0.2872,0,1,1,1,1,1,0.145342335,0.011144978,0,0
7763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0138,0.2872,0,1,1,1,1,1,0.161009654,0.018647535,0,0
7764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0109,0.2872,0,1,1,1,1,1,0.137791306,0.007148132,0,0
7765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0177,0.2872,0,1,1,1,1,1,0.163710922,0.007119153,0,0
7766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0198,0.2872,0,1,1,1,1,1,0.198719487,0.016595257,0,0
7767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0219,0.2872,0,1,1,1,1,1,0.243670195,0.026042381,0,0
7768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0616,0.2872,0.2182,1,1,1,1,1,0.239228606,0.069449328,0.346644014,0.350204349
7769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0984,0.2872,0.4343,1,1,1,1,1,0.122395948,0.110374384,0.626403332,0.62697506
7770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1473,0.2872,0.5536,1,1,1,1,1,0.05780926,0.183159068,0.76383698,0.764008701
7771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2112,0.2872,0.6427,1,1,1,1,1,0.084457755,0.256377816,0.858195424,0.857466578
7772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2691,0.2872,0.6633,1,1,1,1,1,0.114260055,0.32656917,0.880777597,0.881240845
7773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2403,0.2872,0.6678,1,1,1,1,1,0.123206422,0.282263964,0.879064858,0.882562518
7774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0979,0.2872,0.6605,1,1,1,1,1,0.077299699,0.119274661,0.857158124,0.864516497
7775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0841,0.2872,0.5645,1,1,1,1,1,0.106459208,0.088968322,0.751035094,0.756463587
7776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0464,0.2872,0.4284,1,1,1,1,1,0.046391852,0.038489595,0.589353442,0.59523797
7777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0005,0.2872,0.217,1,1,1,1,1,0.003249276,0.003755082,0.320949525,0.327819884
7778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0049,0.2872,0,1,1,1,1,1,0.008401135,0.002645626,0,0
7779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0771,0.2872,0,1,1,1,1,1,0.030313214,0.08888106,0,0
7780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0566,0.2872,0,1,1,1,1,1,0.04457435,0.08999829,0,0
7781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012,0.2872,0,1,1,1,1,1,0.053309493,0.023023669,0,0
7782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014,0.2872,0,1,1,1,1,1,0.097619228,0.023226596,0,0
7783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0097,0.2872,0,1,1,1,1,1,0.138689205,0.022574572,0,0
7784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0117,0.2872,0,1,1,1,1,1,0.152682945,0.016305469,0,0
7785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0105,0.2872,0,1,1,1,1,1,0.178235114,0.019715318,0,0
7786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0155,0.2872,0,1,1,1,1,1,0.194499418,0.013900218,0,0
7787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0212,0.2872,0,1,1,1,1,1,0.222022831,0.01064492,0,0
7788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0165,0.2872,0,1,1,1,1,1,0.20341143,0.009717595,0,0
7789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0256,0.2872,0,1,1,1,1,1,0.217236027,0.012412634,0,0
7790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0209,0.2872,0,1,1,1,1,1,0.254368365,0.012625146,0,0
7791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0286,0.2872,0,1,1,1,1,1,0.31826219,0.015793506,0,0
7792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0332,0.2872,0.2051,1,1,1,1,1,0.253785759,0.007959541,0.329752654,0.331486523
7793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0149,0.2872,0.4259,1,1,1,1,1,0.101582482,0.012118674,0.620620489,0.612059712
7794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2872,0.5428,1,1,1,1,1,0.008103929,0,0.763306499,0.752295613
7795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0046,0.2872,0.6199,1,1,1,1,1,0.015897959,0.000824601,0.840117395,0.830266476
7796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0011,0.2872,0.66,1,1,1,1,1,0.029855233,0.000879027,0.876051307,0.871551216
7797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0177,0.2872,0.6632,1,1,1,1,1,0.054950401,0.008609275,0.87656033,0.872577071
7798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0694,0.2872,0.6519,1,1,1,1,1,0.101431563,0.06202076,0.865561664,0.860115767
7799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0567,0.2872,0.5578,1,1,1,1,1,0.103698462,0.052946053,0.754561305,0.750890851
7800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0733,0.2872,0.4226,1,1,1,1,1,0.068415686,0.079250969,0.588535309,0.589022517
7801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0794,0.2872,0.2129,1,1,1,1,1,0.056143478,0.090884686,0.320914984,0.322449148
7802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012,0.2872,0,1,1,1,1,1,0.005333039,0.006656736,0,0
7803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0037,0.2872,0,1,1,1,1,1,0.008568233,0,0,0
7804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0046,0.2872,0,1,1,1,1,1,0.021205032,0.002385931,0,0
7805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014,0.2872,0,1,1,1,1,1,0.042588551,0.011416705,0,0
7806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0066,0.2872,0,1,1,1,1,1,0.105318785,0.014808225,0,0
7807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0113,0.2872,0,1,1,1,1,1,0.092306621,0.007294438,0,0
7808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0092,0.2872,0,1,1,1,1,1,0.109426796,0.01038411,0,0
7809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0128,0.2872,0,1,1,1,1,1,0.127938062,0.012895616,0,0
7810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016,0.2872,0,1,1,1,1,1,0.212081581,0.012209781,0,0
7811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0196,0.2872,0,1,1,1,1,1,0.239995137,0.011282456,0,0
7812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0246,0.2872,0,1,1,1,1,1,0.26896584,0.00775669,0,0
7813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0209,0.2872,0,1,1,1,1,1,0.221850172,0.002733677,0,0
7814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0248,0.2872,0,1,1,1,1,1,0.232940197,0.006066252,0,0
7815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0418,0.2872,0,1,1,1,1,1,0.207673639,0.01597704,0,0
7816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1089,0.2872,0.2062,1,1,1,1,1,0.19505991,0.082172558,0.334645808,0.335898757
7817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0861,0.2872,0.4267,1,1,1,1,1,0.15569064,0.069919959,0.621881723,0.617294431
7818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.062,0.2872,0.5495,1,1,1,1,1,0.07162229,0.051855743,0.762967825,0.759657502
7819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2999,0.2872,0.6282,1,1,1,1,1,0.131526306,0.316155016,0.840039015,0.839020073
7820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6195,0.2872,0.6591,1,1,1,1,1,0.280934006,0.654937506,0.87891525,0.87638706
7821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5409,0.2872,0.6601,1,1,1,1,1,0.239861369,0.601335704,0.878108263,0.87399745
7822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2489,0.2872,0.6528,1,1,1,1,1,0.158775479,0.264171511,0.856505513,0.857274592
7823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3257,0.2872,0.5579,1,1,1,1,1,0.243321776,0.339574367,0.747999609,0.74909234
7824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3965,0.2872,0.4215,1,1,1,1,1,0.241071835,0.433291137,0.584474206,0.586031973
7825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2828,0.2872,0.2096,1,1,1,1,1,0.170637622,0.309342295,0.31558466,0.317576736
7826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2534,0.2872,0,1,1,1,1,1,0.14012143,0.282292843,0,0
7827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3451,0.2872,0,1,1,1,1,1,0.199124321,0.429861486,0,0
7828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3488,0.2872,0,1,1,1,1,1,0.228992909,0.469640672,0,0
7829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3076,0.2872,0,1,1,1,1,1,0.229477078,0.40333879,0,0
7830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2294,0.2872,0,1,1,1,1,1,0.20933193,0.294084072,0,0
7831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1805,0.2872,0,1,1,1,1,1,0.228027761,0.234727889,0,0
7832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.209,0.2872,0,1,1,1,1,1,0.246561497,0.262515068,0,0
7833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2644,0.2872,0,1,1,1,1,1,0.280152112,0.320123732,0,0
7834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2771,0.2872,0,1,1,1,1,1,0.311158389,0.329846233,0,0
7835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2644,0.2872,0,1,1,1,1,1,0.305307627,0.311533064,0,0
7836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3232,0.2872,0,1,1,1,1,1,0.319284856,0.371091932,0,0
7837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4463,0.2872,0,1,1,1,1,1,0.356349647,0.505650401,0,0
7838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3759,0.2874,0,1,1,1,1,1,0.343939245,0.43716222,0,0
7839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2664,0.2876,0,1,1,1,1,1,0.330886871,0.302590132,0,0
7840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4071,0.2878,0.1965,1,1,1,1,1,0.331756651,0.49918586,0.321447611,0.320851743
7841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3018,0.288,0.4186,1,1,1,1,1,0.213524848,0.345297068,0.613003612,0.608739018
7842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5971,0.2882,0.5451,1,1,1,1,1,0.314682811,0.648386538,0.768599868,0.759922624
7843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7441,0.2884,0.6275,1,1,1,1,1,0.412401885,0.754214823,0.863795519,0.845713973
7844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7535,0.2886,0.6604,1,1,1,1,1,0.437999368,0.763474882,0.903356135,0.881444335
7845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7556,0.2888,0.6592,1,1,1,1,1,0.441789269,0.76601088,0.901188016,0.881413817
7846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6415,0.289,0.6503,1,1,1,1,1,0.343271315,0.703321576,0.878308892,0.861244798
7847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5246,0.2892,0.5524,1,1,1,1,1,0.279727161,0.603119433,0.757543921,0.748506367
7848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3485,0.2894,0.416,1,1,1,1,1,0.151792556,0.421804845,0.586672425,0.581595421
7849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2529,0.2896,0.2068,1,1,1,1,1,0.128263593,0.290027887,0.315669477,0.313413978
7850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1831,0.2898,0,1,1,1,1,1,0.116638474,0.203377664,0,0
7851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1255,0.29,0,1,1,1,1,1,0.128112257,0.160523385,0,0
7852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.096,0.2902,0,1,1,1,1,1,0.1832017,0.111768886,0,0
7853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1536,0.2904,0,1,1,1,1,1,0.227611452,0.162910968,0,0
7854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1358,0.2906,0,1,1,1,1,1,0.255263388,0.155631751,0,0
7855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1357,0.2908,0,1,1,1,1,1,0.250726759,0.16111818,0,0
7856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1847,0.291,0,1,1,1,1,1,0.263489187,0.226970941,0,0
7857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0938,0.2912,0,1,1,1,1,1,0.27784127,0.129137933,0,0
7858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0365,0.2914,0,1,1,1,1,1,0.276913196,0.056874949,0,0
7859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0362,0.2916,0,1,1,1,1,1,0.276046395,0.05029498,0,0
