Hour,Demand
7162,1674
7163,1648
7164,1713
7165,1820
7166,2061
7167,2440
7168,2727
7169,2906
7170,3089
7171,3230
7172,3114
7173,2898
7174,2856
7175,2810
7176,2761
7177,2713
7178,2641
7179,2723
7180,2710
7181,2624
7182,2379
7183,2079
7184,1860
7185,1740
7186,1661
7187,1630
7188,1731
7189,1965
7190,2092
7191,2269
7192,2374
7193,2600
7194,2834
7195,2990
7196,2871
7197,2672
7198,2635
7199,2625
7200,2603
7201,2600
7202,2568
7203,2655
7204,2645
7205,2545
7206,2273
7207,1973
7208,1751
7209,1651
7210,1592
7211,1531
7212,1583
7213,1693
7214,1859
7215,2058
7216,2251
7217,2456
7218,2683
7219,2855
7220,2725
7221,2549
7222,2532
7223,2538
7224,2525
7225,2536
7226,2585
7227,2656
7228,2654
7229,2535
7230,2242
7231,1910
7232,1645
7233,1512
7234,1475
7235,1513
7236,1601
7237,1768
7238,2058
7239,2430
7240,2723
7241,2808
7242,2906
7243,2967
7244,3098
7245,3141
7246,3117
7247,3102
7248,3044
7249,2948
7250,2829
7251,2886
7252,2868
7253,2730
7254,2413
7255,2051
7256,1773
7257,1608
7258,1545
7259,1560
7260,1636
7261,1787
7262,2066
7263,2441
7264,2719
7265,2781
7266,2859
7267,2915
7268,3033
7269,3066
7270,3053
7271,3037
7272,2989
7273,2884
7274,2731
7275,2840
7276,2819
7277,2715
7278,2424
7279,2095
7280,1851
7281,1753
7282,1655
7283,1598
7284,1649
7285,1804
7286,2066
7287,2428
7288,2760
7289,2924
7290,3126
7291,3250
7292,3115
7293,2888
7294,2869
7295,2841
7296,2787
7297,2737
7298,2664
7299,2719
7300,2640
7301,2563
7302,2322
7303,2022
7304,1797
7305,1694
7306,1611
7307,1576
7308,1625
7309,1768
7310,2016
7311,2373
7312,2709
7313,2879
7314,3058
7315,3173
7316,3051
7317,2845
7318,2817
7319,2772
7320,2713
7321,2653
7322,2620
7323,2761
7324,2752
7325,2661
7326,2379
7327,2058
7328,1820
7329,1718
7330,1601
7331,1577
7332,1619
7333,1761
7334,2009
7335,2369
7336,2701
7337,2855
7338,3031
7339,3132
7340,3009
7341,2818
7342,2788
7343,2748
7344,2686
7345,2638
7346,2587
7347,2698
7348,2668
7349,2582
7350,2340
7351,2066
7352,1838
7353,1738
7354,1664
7355,1586
7356,1661
7357,1797
7358,1931
7359,2107
7360,2304
7361,2499
7362,2693
7363,2827
7364,2740
7365,2564
7366,2526
7367,2496
7368,2463
7369,2454
7370,2438
7371,2586
7372,2565
7373,2481
7374,2239
7375,1965
7376,1754
7377,1665
7378,1565
7379,1561
7380,1593
7381,1687
7382,1853
7383,1996
7384,2229
7385,2428
7386,2642
7387,2777
7388,2707
7389,2551
7390,2547
7391,2556
7392,2550
7393,2569
7394,2736
7395,2713
7396,2625
7397,2502
7398,2215
7399,1891
7400,1654
7401,1530
7402,1494
7403,1537
7404,1631
7405,1838
7406,2117
7407,2376
7408,2608
7409,2746
7410,2913
7411,3006
7412,3205
7413,3257
7414,3267
7415,3238
7416,3148
7417,3018
7418,3040
7419,2952
7420,2825
7421,2670
7422,2358
7423,2016
7424,1714
7425,1527
7426,1461
7427,1477
7428,1547
7429,1720
7430,2041
7431,2353
7432,2614
7433,2749
7434,2888
7435,2994
7436,3158
7437,3210
7438,3205
7439,3170
7440,3069
7441,2940
7442,2946
7443,2892
7444,2776
7445,2643
7446,2423
7447,2172
7448,1892
7449,1816
7450,1670
7451,1552
7452,1598
7453,1774
7454,2063
7455,2358
7456,2619
7457,2810
7458,3017
7459,3183
7460,3081
7461,2908
7462,2892
7463,2858
7464,2790
7465,2736
7466,2864
7467,2817
7468,2717
7469,2602
7470,2303
7471,1985
7472,1753
7473,1641
7474,1557
7475,1529
7476,1584
7477,1751
7478,1997
7479,2343
7480,2622
7481,2810
7482,2994
7483,3146
7484,2999
7485,2799
7486,2749
7487,2680
7488,2616
7489,2640
7490,2781
7491,2760
7492,2681
7493,2585
7494,2351
7495,2079
7496,1895
7497,1819
7498,1767
7499,1813
7500,1878
7501,2007
7502,2171
7503,2408
7504,2612
7505,2792
7506,2976
7507,3103
7508,2917
7509,2674
7510,2609
7511,2521
7512,2445
7513,2465
7514,2643
7515,2624
7516,2556
7517,2470
7518,2249
7519,1976
7520,1817
7521,1753
7522,1701
7523,1667
7524,1666
7525,1743
7526,1907
7527,2111
7528,2325
7529,2536
7530,2723
7531,2839
7532,2658
7533,2428
7534,2343
7535,2276
7536,2228
7537,2287
7538,2494
7539,2509
7540,2450
7541,2393
7542,2238
7543,1970
7544,1916
7545,1893
7546,1839
7547,1777
7548,1764
7549,1891
7550,1983
7551,2107
7552,2243
7553,2441
7554,2607
7555,2723
7556,2534
7557,2311
7558,2245
7559,2189
7560,2157
7561,2235
7562,2527
7563,2513
7564,2465
7565,2391
7566,2187
7567,1902
7568,1670
7569,1541
7570,1513
7571,1574
7572,1684
7573,1848
7574,2146
7575,2425
7576,2597
7577,2729
7578,2810
7579,2827
7580,2894
7581,2861
7582,2790
7583,2717
7584,2645
7585,2637
7586,2802
7587,2770
7588,2700
7589,2602
7590,2339
7591,1981
7592,1713
7593,1581
7594,1499
7595,1514
7596,1594
7597,1796
7598,2120
7599,2470
7600,2704
7601,2770
7602,2797
7603,2834
7604,2924
7605,2904
7606,2865
7607,2803
7608,2716
7609,2680
7610,2766
7611,2748
7612,2665
7613,2584
7614,2319
7615,1974
7616,1712
7617,1634
7618,1594
7619,1550
7620,1619
7621,1759
7622,2020
7623,2392
7624,2658
7625,2822
7626,2989
7627,3121
7628,2957
7629,2745
7630,2705
7631,2649
7632,2577
7633,2600
7634,2770
7635,2741
7636,2665
7637,2584
7638,2318
7639,1993
7640,1737
7641,1594
7642,1569
7643,1538
7644,1566
7645,1720
7646,1982
7647,2366
7648,2671
7649,2863
7650,3035
7651,3160
7652,2990
7653,2764
7654,2705
7655,2638
7656,2571
7657,2621
7658,2783
7659,2750
7660,2678
7661,2599
7662,2327
7663,1997
7664,1743
7665,1615
7666,1545
7667,1522
7668,1615
7669,1720
7670,1988
7671,2366
7672,2649
7673,2833
7674,3011
7675,3146
7676,2977
7677,2764
7678,2706
7679,2640
7680,2565
7681,2593
7682,2727
7683,2679
7684,2601
7685,2517
7686,2274
7687,1974
7688,1741
7689,1622
7690,1537
7691,1487
7692,1565
7693,1708
7694,1883
7695,2098
7696,2309
7697,2554
7698,2755
7699,2913
7700,2754
7701,2536
7702,2455
7703,2385
7704,2320
7705,2377
7706,2534
7707,2517
7708,2438
7709,2366
7710,2158
7711,1882
7712,1659
7713,1559
7714,1529
7715,1503
7716,1543
7717,1671
7718,1836
7719,2039
7720,2217
7721,2413
7722,2617
7723,2750
7724,2552
7725,2358
7726,2297
7727,2257
7728,2221
7729,2291
7730,2545
7731,2510
7732,2457
7733,2381
7734,2140
7735,1821
7736,1580
7737,1459
7738,1426
7739,1469
7740,1546
7741,1734
7742,2005
7743,2328
7744,2563
7745,2689
7746,2782
7747,2829
7748,2922
7749,2905
7750,2851
7751,2781
7752,2701
7753,2668
7754,2802
7755,2752
7756,2678
7757,2573
7758,2330
7759,2011
7760,1753
7761,1539
7762,1451
7763,1477
7764,1548
7765,1730
7766,2041
7767,2375
7768,2606
7769,2739
7770,2843
7771,2880
7772,2974
7773,2966
7774,2907
7775,2836
7776,2737
7777,2697
7778,2788
7779,2747
7780,2664
7781,2579
7782,2388
7783,2071
7784,1774
7785,1629
7786,1546
7787,1525
7788,1573
7789,1725
7790,1983
7791,2312
7792,2564
7793,2786
7794,2973
7795,3105
7796,2961
7797,2744
7798,2676
7799,2611
7800,2532
7801,2540
7802,2714
7803,2673
7804,2581
7805,2514
7806,2311
7807,2013
7808,1761
7809,1661
7810,1583
7811,1527
7812,1561
7813,1664
7814,1836
7815,2052
7816,2213
7817,2412
7818,2642
7819,2788
7820,2659
7821,2455
7822,2387
7823,2309
7824,2236
7825,2210
7826,2302
7827,2257
7828,2196
7829,2163
7830,2021
7831,1790
7832,1615
7833,1504
7834,1463
7835,1457
7836,1506
7837,1641
7838,1851
7839,2076
7840,2254
7841,2450
7842,2644
7843,2778
7844,2635
7845,2445
7846,2398
7847,2357
7848,2320
7849,2350
7850,2534
7851,2499
7852,2434
7853,2359
7854,2167
7855,1893
7856,1656
7857,1521
7858,1465
7859,1437
7860,1501
7861,1634
7862,1813
7863,2044
7864,2228
7865,2423
7866,2613
7867,2687
7868,2562
7869,2400
7870,2363
7871,2332
7872,2290
7873,2324
7874,2514
7875,2489
7876,2428
7877,2358
7878,2166
7879,1873
7880,1647
7881,1514
7882,1444
7883,1417
7884,1462
7885,1586
7886,1763
7887,1959
7888,2118
7889,2303
7890,2502
7891,2656
7892,2523
7893,2340
7894,2286
7895,2248
7896,2225
7897,2301
7898,2596
7899,2566
7900,2520
7901,2428
7902,2172
7903,1824
7904,1595
7905,1436
7906,1388
7907,1436
7908,1522
7909,1715
7910,2029
7911,2443
7912,2654
7913,2756
7914,2818
7915,2829
7916,2909
7917,2904
7918,2853
7919,2780
7920,2718
7921,2712
7922,2860
7923,2819
7924,2746
7925,2651
7926,2449
7927,2096
7928,1767
7929,1621
7930,1613
7931,1666
7932,1757
7933,1946
7934,2237
7935,2548
7936,2709
7937,2793
7938,2864
7939,2886
7940,2970
7941,2961
7942,2904
7943,2831
7944,2734
7945,2718
7946,2835
7947,2827
7948,2756
7949,2667
7950,2488
7951,2195
7952,1908
7953,1763
7954,1643
7955,1656
7956,1756
7957,1945
7958,2169
7959,2487
7960,2708
7961,2894
7962,3079
7963,3215
7964,3049
7965,2819
7966,2761
7967,2680
7968,2615
7969,2659
7970,2845
7971,2828
7972,2759
7973,2674
7974,2443
7975,2088
7976,1824
7977,1717
7978,1633
7979,1589
7980,1642
7981,1819
7982,2067
7983,2436
7984,2672
7985,2841
7986,3041
7987,3184
7988,3010
7989,2808
7990,2749
7991,2690
7992,2628
7993,2696
7994,2862
7995,2833
7996,2774
7997,2679
7998,2426
7999,2073
8000,1796
8001,1683
8002,1600
8003,1596
8004,1649
8005,1807
8006,2022
8007,2410
8008,2688
8009,2887
8010,3113
8011,3273
8012,3124
8013,2888
8014,2802
8015,2701
8016,2625
8017,2669
8018,2793
8019,2764
8020,2685
8021,2594
8022,2377
8023,2079
8024,1804
8025,1660
8026,1607
8027,1546
8028,1553
8029,1697
8030,1905
8031,2135
8032,2291
8033,2529
8034,2768
8035,2936
8036,2790
8037,2566
8038,2485
8039,2424
8040,2372
8041,2422
8042,2583
8043,2575
8044,2520
8045,2460
8046,2343
8047,2112
8048,1861
8049,1702
8050,1596
8051,1545
8052,1580
8053,1707
8054,1880
8055,2090
8056,2242
8057,2474
8058,2661
8059,2828
8060,2683
8061,2478
8062,2414
8063,2354
8064,2308
8065,2394
8066,2657
8067,2632
8068,2589
8069,2507
8070,2288
8071,1940
8072,1641
8073,1509
8074,1441
8075,1477
8076,1554
8077,1748
8078,2026
8079,2443
8080,2679
8081,2770
8082,2864
8083,2890
8084,2971
8085,2965
8086,2909
8087,2832
8088,2739
8089,2757
8090,2923
8091,2876
8092,2819
8093,2701
8094,2440
8095,2044
8096,1732
8097,1541
8098,1452
8099,1504
8100,1577
8101,1750
8102,2045
8103,2492
8104,2686
8105,2775
8106,2869
8107,2929
8108,3026
8109,3025
8110,2957
8111,2857
8112,2765
8113,2758
8114,2878
8115,2856
8116,2793
8117,2697
8118,2530
8119,2311
8120,2109
8121,1992
8122,1859
8123,1778
8124,1788
8125,1903
8126,2181
8127,2500
8128,2703
8129,2882
8130,3058
8131,3214
8132,3064
8133,2842
8134,2783
8135,2718
8136,2644
8137,2686
8138,2887
8139,2862
8140,2789
8141,2700
8142,2513
8143,2278
8144,2056
8145,1902
8146,1824
8147,1760
8148,1788
8149,1920
8150,2131
8151,2441
8152,2620
8153,2808
8154,2992
8155,3128
8156,2963
8157,2752
8158,2689
8159,2625
8160,2565
8161,2609
8162,2811
8163,2808
8164,2741
8165,2701
8166,2544
8167,2319
8168,2134
8169,2018
8170,1935
8171,1908
8172,1966
8173,2060
8174,2196
8175,2465
8176,2670
8177,2838
8178,3001
8179,3139
8180,2974
8181,2748
8182,2686
8183,2611
8184,2547
8185,2590
8186,2820
8187,2776
8188,2697
8189,2615
8190,2399
8191,2084
8192,1800
8193,1648
8194,1561
8195,1526
8196,1564
8197,1706
8198,1908
8199,2178
8200,2350
8201,2565
8202,2766
8203,2892
8204,2721
8205,2481
8206,2396
8207,2344
8208,2306
8209,2393
8210,2626
8211,2614
8212,2547
8213,2494
8214,2347
8215,2069
8216,1796
8217,1635
8218,1532
8219,1522
8220,1601
8221,1717
8222,1880
8223,2090
8224,2226
8225,2434
8226,2626
8227,2761
8228,2594
8229,2376
8230,2309
8231,2259
8232,2229
8233,2339
8234,2667
8235,2661
8236,2624
8237,2547
8238,2331
8239,1975
8240,1673
8241,1517
8242,1457
8243,1531
8244,1642
8245,1849
8246,2157
8247,2517
8248,2674
8249,2741
8250,2803
8251,2836
8252,2901
8253,2891
8254,2817
8255,2749
8256,2683
8257,2676
8258,2876
8259,2856
8260,2804
8261,2704
8262,2524
8263,2256
8264,1999
8265,1863
8266,1793
8267,1802
8268,1810
8269,1974
8270,2235
8271,2576
8272,2729
8273,2783
8274,2850
8275,2859
8276,2928
8277,2913
8278,2864
8279,2759
8280,2686
8281,2694
8282,2854
8283,2864
8284,2782
8285,2708
8286,2558
8287,2326
8288,2116
8289,2048
8290,1993
8291,1935
8292,1947
8293,2064
8294,2268
8295,2528
8296,2726
8297,2879
8298,3043
8299,3159
8300,2993
8301,2753
8302,2674
8303,2611
8304,2547
8305,2627
8306,2856
8307,2858
8308,2803
8309,2739
8310,2560
8311,2216
8312,1850
8313,1719
8314,1649
8315,1604
8316,1672
8317,1834
8318,2132
8319,2529
8320,2756
8321,2922
8322,3080
8323,3207
8324,3034
8325,2777
8326,2691
8327,2607
8328,2563
8329,2627
8330,2868
8331,2882
8332,2845
8333,2781
8334,2575
8335,2238
8336,1904
8337,1752
8338,1652
8339,1655
8340,1694
8341,1864
8342,2158
8343,2596
8344,2793
8345,2917
8346,3074
8347,3174
8348,3001
8349,2753
8350,2682
8351,2613
8352,2561
8353,2651
8354,2834
8355,2820
8356,2750
8357,2681
8358,2515
8359,2309
8360,2108
8361,2021
8362,1894
8363,1769
8364,1782
8365,2017
8366,2209
8367,2350
8368,2491
8369,2683
8370,2888
8371,3010
8372,2845
8373,2601
8374,2517
8375,2453
8376,2413
8377,2508
8378,2717
8379,2721
8380,2664
8381,2611
8382,2455
8383,2145
8384,1881
8385,1739
8386,1630
8387,1575
8388,1620
8389,1751
8390,1947
8391,2182
8392,2328
8393,2519
8394,2717
8395,2868
8396,2712
8397,2494
8398,2429
8399,2389
8400,2351
8401,2472
8402,2743
8403,2745
8404,2701
8405,2631
8406,2447
8407,2121
8408,1808
8409,1606
8410,1532
8411,1576
8412,1719
8413,1963
8414,2216
8415,2530
8416,2705
8417,2783
8418,2867
8419,2894
8420,2970
8421,2939
8422,2854
8423,2770
8424,2704
8425,2716
8426,2894
8427,2881
8428,2824
8429,2733
8430,2511
8431,2123
8432,1818
8433,1626
8434,1552
8435,1615
8436,1707
8437,1947
8438,2265
8439,2627
8440,2800
8441,2872
8442,2944
8443,2951
8444,3017
8445,2960
8446,2863
8447,2763
8448,2698
8449,2695
8450,2887
8451,2922
8452,2871
8453,2815
8454,2626
8455,2276
8456,1966
8457,1816
8458,1745
8459,1746
8460,1843
8461,2064
8462,2318
8463,2703
8464,2895
8465,3023
8466,3137
8467,3208
8468,3008
8469,2732
8470,2643
8471,2574
8472,2524
8473,2607
8474,2909
8475,2953
8476,2922
8477,2863
8478,2728
8479,2465
8480,2155
8481,2025
8482,1932
8483,2032
8484,2131
8485,2243
8486,2408
8487,2711
8488,2864
8489,2970
8490,3080
8491,3170
8492,2963
8493,2690
8494,2605
8495,2534
8496,2481
8497,2560
8498,2848
8499,2876
8500,2834
8501,2778
8502,2633
8503,2413
8504,2224
8505,2130
8506,2061
8507,2049
8508,2101
8509,2210
8510,2368
8511,2614
8512,2781
8513,2933
8514,3063
8515,3162
8516,2964
8517,2686
8518,2598
8519,2529
8520,2471
8521,2546
8522,2787
8523,2784
8524,2724
8525,2657
8526,2467
8527,2137
8528,1855
8529,1714
8530,1639
8531,1636
8532,1675
8533,1819
8534,2027
8535,2293
8536,2475
8537,2648
8538,2819
8539,2891
8540,2706
8541,2441
8542,2338
8543,2271
8544,2234
8545,2329
8546,2585
8547,2597
8548,2557
8549,2503
8550,2302
8551,2018
8552,1797
8553,1662
8554,1561
8555,1501
8556,1538
8557,1683
8558,1896
8559,2144
8560,2298
8561,2464
8562,2664
8563,2775
8564,2628
8565,2411
8566,2329
8567,2272
8568,2218
8569,2321
8570,2599
8571,2574
8572,2537
8573,2474
8574,2269
8575,1961
8576,1721
8577,1551
8578,1478
8579,1490
8580,1562
8581,1727
8582,1969
8583,2221
8584,2362
8585,2474
8586,2594
8587,2591
8588,2638
8589,2601
8590,2506
8591,2423
8592,2363
8593,2389
8594,2575
8595,2495
8596,2409
8597,2336
8598,2169
8599,1893
8600,1662
8601,1557
8602,1499
8603,1475
8604,1525
8605,1655
8606,1875
8607,2113
8608,2201
8609,2341
8610,2404
8611,2432
8612,2507
8613,2497
8614,2425
8615,2352
8616,2286
8617,2291
8618,2373
8619,2376
8620,2351
8621,2328
8622,2241
8623,2042
8624,1842
8625,1696
8626,1634
8627,1718
8628,1854
8629,1827
8630,1988
8631,2303
8632,2467
8633,2671
8634,2854
8635,2977
8636,2809
8637,2576
8638,2496
8639,2422
8640,2367
8641,2435
8642,2710
8643,2743
8644,2687
8645,2617
8646,2455
8647,2259
8648,1964
8649,1858
8650,1734
8651,1780
8652,1921
8653,2042
8654,2185
8655,2425
8656,2564
8657,2748
8658,2908
8659,2995
8660,2814
8661,2560
8662,2480
8663,2404
8664,2347
8665,2426
8666,2715
8667,2748
8668,2715
8669,2639
8670,2494
8671,2273
8672,2072
8673,1954
8674,1876
8675,1811
8676,1848
8677,1994
8678,2184
8679,2434
8680,2592
8681,2777
8682,2923
8683,3052
8684,2873
8685,2625
8686,2540
8687,2460
8688,2398
8689,2463
8690,2724
8691,2730
8692,2671
8693,2606
8694,2416
8695,2110
8696,1852
8697,1754
8698,1674
8699,1629
8700,1664
8701,1798
8702,2016
8703,2265
8704,2417
8705,2602
8706,2774
8707,2902
8708,2728
8709,2493
8710,2405
8711,2325
8712,2277
8713,2349
8714,2586
8715,2626
8716,2586
8717,2532
8718,2404
8719,2227
8720,2088
8721,2036
8722,2002
8723,1955
8724,1969
8725,2037
8726,2123
8727,2212
8728,2300
8729,2456
8730,2603
8731,2721
8732,2548
8733,2329
8734,2245
8735,2198
8736,2182
8737,2281
8738,2607
8739,2614
8740,2593
8741,2530
8742,2338
8743,2037
8744,1790
8745,1643
8746,1591
8747,1646
8748,1713
8749,1888
8750,2136
8751,2409
8752,2527
8753,2616
8754,2707
8755,2677
8756,2708
8757,2646
8758,2538
8759,2195
8760,2200
